Goat_id,Gender,Birth_date,Breed,Cohort_id
,,18:56.3,,
,,19:24.0,,
,,19:24.3,,
,,19:48.6,,
,,19:48.9,,
,,20:21.9,,
,,20:22.1,,
,,20:42.9,,
,,20:43.2,,
,,21:09.3,,
,,21:09.7,,
,,23:01.5,,
,,23:01.8,,
,,23:44.3,,
,,23:44.6,,
,,24:07.9,,
,,24:08.3,,
,,24:40.0,,
,,24:40.2,,
,,25:16.0,,
,,25:16.2,,
,,25:52.7,,
,,25:53.0,,
,,26:28.8,,
,,26:29.1,,
,,26:48.4,,
,,26:48.7,,
,,27:10.1,,
,,27:10.5,,
,,27:35.8,,
,,27:36.1,,
,,27:58.2,,
,,27:58.5,,
,,28:27.2,,
,,28:27.5,,
,,28:52.9,,
,,28:53.2,,
,,29:17.7,,
,,29:18.0,,
,,30:10.6,,
,,30:10.9,,
,,30:43.2,,
,,30:43.4,,
,,31:07.0,,
,,31:07.3,,
,,31:34.7,,
,,31:34.9,,
,,32:22.3,,
,,32:22.6,,
,,32:44.3,,
,,32:44.6,,
,,33:10.0,,
,,33:10.3,,
,,33:38.4,,
,,33:38.7,,
,,34:06.4,,
,,34:06.7,,
,,34:42.1,,
,,34:42.4,,
,,35:06.0,,
,,35:06.3,,
,,35:29.7,,
,,35:30.0,,
,,35:52.0,,
,,35:52.3,,
,,36:19.0,,
,,36:19.4,,
,,36:56.9,,
,,36:57.2,,
,,37:30.8,,
,,37:31.1,,
,,52:51.0,,
,,52:51.3,,
,,53:21.2,,
,,53:21.5,,
,,53:47.6,,
,,53:47.9,,
,,54:26.7,,
,,54:26.9,,
,,54:54.7,,
,,54:54.9,,
,,55:14.1,,
,,55:14.4,,
,,55:52.7,,
,,55:52.9,,
,,56:18.1,,
,,56:18.4,,
,,56:43.8,,
,,56:44.1,,
,,57:12.4,,
,,57:12.7,,
,,57:34.8,,
,,57:35.2,,
,,58:07.7,,
,,58:08.1,,
,,58:30.9,,
,,58:31.2,,
,,59:03.8,,
,,59:04.1,,
,,59:28.5,,
,,59:28.8,,
,,00:17.3,,
,,00:17.6,,
,,01:15.3,,
,,01:15.6,,
,,01:36.0,,
,,01:36.3,,
,,02:01.2,,
,,02:01.4,,
,,02:55.5,,
,,02:55.8,,
,,04:11.5,,
,,04:11.8,,
,,05:31.3,,
,,48:28.8,,
,,07:43.0,,
,,40:59.0,,
,,28:56.0,,
,,41:53.9,,
,,48:31.4,,
,,21:35.0,,
,,40:12.4,,
,,39:35.0,,
,,39:35.0,,
,,42:17.0,,
,,04:09.8,,
,,46:12.4,,
,,42:21.0,,
,,26:30.9,,
,,26:31.4,,
,,28:06.2,,
,,28:06.5,,
,,29:06.0,,
,,29:06.3,,
,,29:51.2,,
,,29:51.5,,
,,30:44.7,,
,,30:44.9,,
,,31:28.8,,
,,31:29.1,,
,,33:00.8,,
,,33:01.1,,
,,34:57.0,,
,,34:57.3,,
,,35:45.0,,
,,35:45.3,,
,,37:35.6,,
,,37:35.9,,
,,38:12.3,,
,,38:12.7,,
,,39:01.1,,
,,39:01.4,,
,,40:25.8,,
,,40:26.1,,
,,41:06.0,,
,,41:06.3,,
,,42:03.4,,
,,42:03.7,,
,,42:52.2,,
,,42:52.5,,
,,43:35.4,,
,,43:35.8,,
,,44:21.3,,
,,44:21.6,,
,,45:12.5,,
,,45:12.8,,
,,46:11.4,,
,,46:11.7,,
,,46:52.4,,
,,46:52.7,,
,,48:22.2,,
,,48:22.5,,
,,50:19.9,,
,,50:20.2,,
,,52:17.3,,
,,52:17.6,,
,,53:49.9,,
,,04:31.2,,
,,04:31.5,,
,,15:14.8,,
,,15:15.2,,
,,17:29.1,,
,,17:29.4,,
,,18:18.8,,
,,18:19.2,,
,,18:59.8,,
,,19:00.1,,
,,19:30.1,,
,,19:30.3,,
,,20:48.9,,
,,20:49.1,,
,,21:16.1,,
,,21:16.3,,
,,29:24.0,,
,,29:24.3,,
,,34:27.5,,
,,34:27.8,,
,,53:56.8,,
,,53:57.3,,
,,54:20.4,,
,,54:20.7,,
,,55:28.4,,
,,55:28.6,,
,,55:54.1,,
,,55:54.4,,
,,56:13.3,,
,,56:13.7,,
,,56:50.5,,
,,56:50.9,,
,,57:21.5,,
,,57:21.8,,
,,57:53.3,,
,,57:53.6,,
,,58:27.0,,
,,58:27.2,,
,,58:56.1,,
,,58:56.4,,
,,59:26.4,,
,,59:26.7,,
,,04:26.1,,
,,04:26.4,,
,,10:55.2,,
,,10:55.5,,
,,13:03.9,,
,,13:04.3,,
,,14:58.8,,
,,14:59.1,,
,,16:37.6,,
,,16:37.9,,
,,17:23.2,,
,,17:23.5,,
,,20:30.3,,
,,20:30.7,,
,,21:06.9,,
,,21:07.1,,
,,22:43.1,,
,,22:43.4,,
,,24:42.5,,
,,24:42.9,,
,,26:43.1,,
,,26:43.4,,
,,27:38.3,,
,,27:38.6,,
,,31:17.3,,
,,31:17.6,,
,,05:57.3,,
,,05:57.6,,
,,09:32.4,,
,,09:32.7,,
,,12:01.9,,
,,12:02.3,,
,,15:50.8,,
,,15:51.1,,
,,16:12.2,,
,,16:12.5,,
,,16:45.1,,
,,16:45.4,,
,,19:22.3,,
,,19:22.6,,
,,20:05.4,,
,,20:05.7,,
,,20:42.7,,
,,20:42.9,,
,,21:00.7,,
,,21:01.0,,
,,21:24.0,,
,,21:24.2,,
,,00:38.6,,
,,00:39.0,,
,,00:59.6,,
,,00:59.9,,
,,01:30.5,,
,,01:30.7,,
,,02:36.1,,
,,02:36.4,,
,,02:56.0,,
,,02:56.3,,
,,03:12.8,,
,,03:13.0,,
,,03:29.4,,
,,03:29.6,,
,,03:49.6,,
,,03:49.8,,
,,04:12.5,,
,,04:12.9,,
,,04:37.4,,
,,04:37.7,,
,,05:19.8,,
,,05:20.0,,
,,05:54.9,,
,,05:55.2,,
,,06:15.0,,
,,06:15.5,,
,,41:52.0,,
,,17:37.0,,
,,26:12.0,,
,,47:39.4,,
,,52:01.1,,
,,59:43.7,,
,,02:22.2,,
,,05:23.6,,
,,09:01.4,,
,,10:19.4,,
,,12:46.0,,
,,18:41.5,,
,,20:15.9,,
,,23:36.9,,
,,25:12.3,,
,,28:39.1,,
,,30:10.5,,
,,35:55.6,,
,,37:04.4,,
,,37:53.3,,
,,38:58.9,,
,,41:41.9,,
,,43:50.8,,
,,48:35.4,,
,,50:55.3,,
,,53:40.0,,
,,55:56.0,,
,,55:56.3,,
,,57:10.7,,
,,06:53.9,,
,,09:46.6,,
,,13:57.1,,
,,15:23.1,,
,,19:37.2,,
,,21:15.3,,
,,28:23.4,,
,,29:38.0,,
,,32:53.9,,
,,34:11.2,,
,,37:20.6,,
,,38:30.5,,
,,42:22.5,,
,,46:31.7,,
,,47:43.5,,
,,51:58.5,,
,,55:26.7,,
,,56:29.5,,
,,19:15.6,,
,,21:25.3,,
,,23:04.9,,
,,27:18.4,,
,,29:01.2,,
,,31:28.2,,
,,33:22.1,,
,,36:39.1,,
,,38:04.9,,
,,41:46.8,,
,,42:46.4,,
,,45:26.1,,
,,46:41.4,,
,,49:36.1,,
,,51:00.5,,
,,55:17.2,,
,,56:47.3,,
,,05:55.1,,
,,06:47.6,,
,,07:49.2,,
,,10:22.8,,
,,11:11.4,,
,,11:46.8,,
,,14:41.2,,
,,15:26.2,,
,,17:33.8,,
,,18:32.2,,
,,20:07.7,,
,,21:02.1,,
,,24:46.5,,
,,26:00.3,,
,,29:01.1,,
,,31:58.3,,
,,39:21.9,,
,,39:54.4,,
,,42:22.3,,
,,43:13.4,,
,,48:00.2,,
,,49:44.6,,
,,51:41.6,,
,,52:54.3,,
,,54:52.3,,
,,57:37.7,,
,,04:46.9,,
,,09:49.1,,
,,10:39.7,,
,,37:12.8,,
,,38:01.0,,
,,41:54.3,,
,,45:29.1,,
,,06:25.0,,
,,44:31.0,,
,,31:26.3,,
,,32:56.1,,
,,39:06.4,,
,,46:13.3,,
,,48:43.0,,
,,58:09.3,,
,,00:20.9,,
,,06:27.2,,
,,10:48.2,,
,,12:57.0,,
,,15:44.4,,
,,35:55.4,,
,,38:56.0,,
,,42:20.5,,
,,44:30.5,,
,,47:30.0,,
,,51:50.4,,
,,07:50.2,,
,,09:38.1,,
,,14:34.8,,
,,16:37.3,,
,,24:52.2,,
,,26:38.4,,
,,32:24.3,,
,,34:23.3,,
,,52:29.8,,
,,55:46.7,,
,,57:25.1,,
,,00:43.9,,
,,02:18.9,,
,,27:51.5,,
,,30:57.5,,
,,37:02.1,,
,,39:08.2,,
,,39:08.5,,
,,44:09.1,,
,,45:29.8,,
,,12:22.1,,
,,13:53.7,,
,,07:54.6,,
,,12:58.0,,
,,19:16.3,,
,,20:34.3,,
,,58:16.7,,
,,59:21.4,,
,,05:29.3,,
,,07:27.8,,
,,15:33.0,,
,,16:40.0,,
,,22:06.3,,
,,24:28.1,,
,,29:12.5,,
,,31:35.7,,
,,44:31.8,,
,,45:29.1,,
,,45:29.4,,
,,54:52.7,,
,,57:06.5,,
,,07:57.6,,
,,11:14.8,,
,,21:24.7,,
,,23:03.8,,
,,25:16.9,,
,,28:43.4,,
,,31:13.7,,
,,36:54.0,,
,,44:29.9,,
,,44:51.3,,
,,49:15.8,,
,,54:21.1,,
,,55:17.0,,
,,59:01.0,,
,,01:09.8,,
,,05:22.7,,
,,09:14.2,,
,,12:03.1,,
,,15:31.7,,
,,22:00.4,,
,,24:35.8,,
,,33:34.2,,
,,34:47.2,,
,,47:03.9,,
,,50:37.3,,
,,57:18.9,,
,,00:57.7,,
,,03:20.8,,
,,08:52.4,,
,,14:35.3,,
,,18:52.4,,
,,27:03.5,,
,,29:49.9,,
,,32:20.7,,
,,32:20.9,,
,,37:51.5,,
,,40:10.7,,
,,14:22.2,,
,,20:27.3,,
,,43:21.2,,
,,06:20.7,,
,,09:07.3,,
,,14:54.7,,
,,16:53.7,,
,,23:20.5,,
,,25:15.7,,
,,30:46.8,,
,,32:51.4,,
,,37:32.3,,
,,39:32.8,,
,,47:35.4,,
,,49:32.6,,
,,57:03.5,,
,,00:48.9,,
,,06:49.2,,
,,09:03.6,,
,,14:02.8,,
,,16:07.1,,
,,19:59.6,,
,,22:22.2,,
,,26:04.0,,
,,28:39.7,,
,,30:14.6,,
,,32:29.2,,
,,36:57.3,,
,,38:09.5,,
,,40:41.7,,
,,43:33.0,,
,,49:49.1,,
,,53:00.3,,
,,55:45.1,,
,,59:04.8,,
,,09:07.7,,
,,11:39.9,,
,,19:42.4,,
,,27:39.3,,
,,30:10.4,,
,,37:17.7,,
,,40:37.6,,
,,46:16.6,,
,,18:08.3,,
,,20:24.0,,
,,24:51.1,,
,,36:24.1,,
,,39:13.3,,
,,52:00.7,,
,,29:13.3,,
,,30:38.5,,
,,39:05.5,,
,,42:23.0,,
,,43:40.0,,
,,07:50.4,,
,,23:18.5,,
,,24:41.9,,
,,32:22.9,,
,,41:22.3,,
,,02:31.1,,
,,21:47.3,,
,,23:00.2,,
,,28:27.5,,
,,31:07.3,,
,,40:32.7,,
,,41:32.4,,
,,50:43.2,,
,,51:41.3,,
,,53:06.4,,
,,00:12.1,,
,,00:21.6,,
,,03:47.2,,
,,04:38.6,,
,,05:35.0,,
,,15:42.3,,
,,16:53.6,,
,,03:11.9,,
,,15:37.3,,
,,16:42.6,,
,,21:44.0,,
,,44:56.7,,
,,00:57.6,,
,,22:47.0,,
,,36:42.2,,
,,39:28.5,,
,,43:24.1,,
,,48:05.6,,
,,49:17.6,,
,,51:15.9,,
,,53:48.6,,
,,17:43.8,,
,,21:33.5,,
,,23:03.9,,
,,26:20.1,,
,,28:17.5,,
,,34:59.3,,
,,37:04.5,,
,,49:29.4,,
,,50:16.5,,
,,53:33.9,,
,,56:41.1,,
,,59:55.8,,
,,02:44.2,,
,,08:36.8,,
,,44:12.2,,
,,50:35.4,,
,,52:17.4,,
,,04:44.0,,
,,08:35.8,,
,,27:16.3,,
,,28:16.2,,
,,35:59.5,,
,,36:44.9,,
,,47:54.4,,
,,48:46.9,,
,,49:31.1,,
,,54:23.5,,
,,55:06.7,,
,,02:23.8,,
,,03:09.9,,
,,07:11.0,,
,,08:13.2,,
,,13:24.4,,
,,14:19.0,,
,,15:40.3,,
,,27:57.6,,
,,29:04.2,,
,,33:26.6,,
,,34:46.2,,
,,39:15.7,,
,,40:17.7,,
,,45:55.5,,
,,46:45.6,,
,,47:55.6,,
,,53:45.0,,
,,55:03.3,,
,,24:34.6,,
,,25:45.5,,
,,30:24.0,,
,,33:52.0,,
,,35:49.1,,
,,41:00.0,,
,,41:43.4,,
,,46:04.6,,
,,48:37.8,,
,,52:07.3,,
,,53:21.5,,
,,54:21.0,,
,,59:55.0,,
,,00:56.8,,
,,02:33.2,,
,,06:50.7,,
,,29:13.1,,
,,31:37.7,,
,,34:24.2,,
,,36:38.3,,
,,43:44.2,,
,,44:47.1,,
,,50:01.7,,
,,51:13.4,,
,,56:33.8,,
,,57:49.6,,
,,01:24.2,,
,,02:53.8,,
,,03:59.7,,
,,53:15.1,,
,,54:02.8,,
,,55:05.7,,
,,58:29.8,,
,,59:30.7,,
,,04:39.3,,
,,13:50.5,,
,,18:19.8,,
,,19:38.5,,
,,23:20.2,,
,,25:00.3,,
,,33:30.0,,
,,35:26.6,,
,,36:56.7,,
,,39:12.1,,
,,40:32.8,,
,,43:28.4,,
,,44:42.8,,
,,48:58.8,,
,,50:33.4,,
,,53:30.7,,
,,54:54.8,,
,,48:48.6,,
,,50:52.4,,
,,52:47.9,,
,,54:41.1,,
,,58:02.8,,
,,00:18.4,,
,,04:10.3,,
,,05:50.8,,
,,11:12.2,,
,,13:04.7,,
,,15:16.1,,
,,18:48.7,,
,,20:24.3,,
,,23:27.2,,
,,26:25.7,,
,,44:30.4,,
,,45:54.5,,
,,49:17.4,,
,,51:10.1,,
,,54:07.2,,
,,55:38.5,,
,,58:58.9,,
,,00:23.9,,
,,00:24.2,,
,,01:04.7,,
,,05:01.8,,
,,06:48.5,,
,,09:23.6,,
,,11:02.6,,
,,15:38.4,,
,,17:28.5,,
,,23:13.0,,
,,26:16.6,,
,,28:07.6,,
,,30:40.7,,
,,33:13.8,,
,,35:26.0,,
,,39:11.9,,
,,43:23.3,,
,,46:37.1,,
,,52:16.8,,
,,53:53.4,,
,,59:06.6,,
,,01:15.8,,
,,09:44.0,,
,,40:22.3,,
,,40:22.6,,
,,41:05.9,,
,,41:06.4,,
,,46:30.5,,
,,48:52.4,,
,,52:53.9,,
,,53:42.3,,
,,57:04.3,,
,,58:00.8,,
,,02:14.6,,
,,03:25.4,,
,,08:53.2,,
,,09:53.9,,
,,11:34.3,,
,,12:55.1,,
,,15:11.5,,
,,15:45.4,,
,,17:35.1,,
,,18:28.2,,
,,21:46.9,,
,,22:38.6,,
,,23:25.5,,
,,25:48.9,,
,,26:27.9,,
,,29:44.6,,
,,30:35.6,,
,,32:19.4,,
,,33:08.2,,
,,34:57.9,,
,,36:41.9,,
,,40:06.5,,
,,45:36.0,,
,,46:24.8,,
,,48:44.1,,
,,51:00.8,,
,,55:09.5,,
,,57:17.5,,
,,00:20.0,,
,,02:24.9,,
,,05:11.4,,
,,07:30.1,,
,,07:30.4,,
,,09:19.9,,
,,10:54.9,,
,,12:28.8,,
,,16:30.3,,
,,18:09.4,,
,,20:44.4,,
,,23:15.0,,
,,00:26.9,,
,,04:30.4,,
,,09:51.1,,
,,11:00.9,,
,,14:09.2,,
,,15:15.2,,
,,25:20.5,,
,,27:36.3,,
,,34:07.6,,
,,35:53.2,,
,,38:53.9,,
,,40:12.3,,
,,41:15.8,,
,,41:16.1,,
,,43:08.3,,
,,44:25.7,,
,,50:25.5,,
,,51:44.7,,
,,57:09.8,,
,,58:26.6,,
,,33:11.4,,
,,34:49.4,,
,,37:26.9,,
,,38:41.5,,
,,41:48.9,,
,,44:44.5,,
,,50:10.6,,
,,52:22.8,,
,,58:34.3,,
,,59:51.8,,
,,37:30.8,,
,,38:50.2,,
,,50:12.7,,
,,51:29.4,,
,,51:29.7,,
,,53:58.7,,
,,56:44.4,,
,,03:56.9,,
,,05:56.1,,
,,10:06.4,,
,,11:51.4,,
,,14:49.2,,
,,16:22.2,,
,,22:54.5,,
,,24:32.2,,
,,28:07.2,,
,,30:08.4,,
,,33:59.7,,
,,41:50.4,,
,,44:23.5,,
,,49:15.5,,
,,52:35.6,,
,,53:30.2,,
,,58:06.0,,
,,59:48.6,,
,,16:04.6,,
,,19:01.9,,
,,22:31.1,,
,,26:20.1,,
,,33:00.7,,
,,50:52.2,,
,,54:50.9,,
,,13:58.8,,
,,15:55.8,,
,,15:56.1,,
,,19:19.1,,
,,29:10.1,,
,,32:13.1,,
,,37:09.3,,
,,38:31.0,,
,,47:50.0,,
,,52:06.4,,
,,57:00.9,,
,,58:35.1,,
,,03:52.7,,
,,05:40.2,,
,,08:04.2,,
,,20:23.8,,
,,28:13.9,,
,,31:04.8,,
,,32:46.6,,
,,37:34.3,,
,,39:49.6,,
,,47:23.9,,
,,49:43.5,,
,,54:40.7,,
,,56:05.5,,
,,01:16.2,,
,,03:33.7,,
,,11:29.3,,
,,11:29.6,,
,,13:19.7,,
,,10:58.7,,
,,14:11.1,,
,,16:37.4,,
,,20:54.5,,
,,23:34.3,,
,,24:54.6,,
,,27:36.2,,
,,36:35.2,,
,,38:51.6,,
,,46:04.8,,
,,49:52.1,,
,,54:34.7,,
,,55:18.3,,
,,59:47.0,,
,,02:57.1,,
,,06:08.1,,
,,07:54.4,,
,,08:38.5,,
,,12:00.0,,
,,13:28.5,,
,,16:28.3,,
,,17:39.8,,
,,19:20.9,,
,,20:53.3,,
,,25:54.4,,
,,28:21.6,,
,,28:57.3,,
,,32:35.4,,
,,33:17.1,,
,,36:30.6,,
,,37:11.4,,
,,41:32.1,,
,,42:15.1,,
,,45:11.5,,
,,46:00.3,,
,,48:21.4,,
,,49:02.7,,
,,49:34.7,,
,,55:17.6,,
,,56:16.3,,
,,11:46.8,,
,,12:55.2,,
,,13:59.2,,
,,19:13.1,,
,,19:44.8,,
,,20:21.6,,
,,23:48.0,,
,,25:24.4,,
,,26:47.9,,
,,41:13.2,,
,,41:47.9,,
,,45:10.4,,
,,45:51.2,,
,,48:54.0,,
,,49:33.7,,
,,53:50.2,,
,,54:38.9,,
,,57:21.2,,
,,58:29.6,,
,,00:43.0,,
,,03:05.9,,
,,04:06.6,,
,,04:44.5,,
,,07:06.9,,
,,08:02.3,,
,,09:24.2,,
,,10:27.8,,
,,12:12.4,,
,,15:05.1,,
,,19:09.4,,
,,19:56.3,,
,,20:37.7,,
,,22:57.1,,
,,24:16.6,,
,,24:17.0,,
,,26:28.8,,
,,27:14.1,,
,,28:51.1,,
,,29:49.4,,
,,32:00.6,,
,,32:42.2,,
,,34:56.5,,
,,36:37.0,,
,,36:37.3,,
,,51:15.2,,
,,51:15.6,,
,,41:26.6,,
,,50:16.5,,
,,03:52.8,,
,,06:05.4,,
,,42:17.4,,
,,44:06.5,,
,,45:05.1,,
,,51:44.8,,
,,57:18.5,,
,,00:12.3,,
,,01:39.4,,
,,11:39.7,,
,,14:54.6,,
,,16:07.9,,
,,24:52.1,,
,,26:13.0,,
,,31:09.8,,
,,33:24.3,,
,,37:00.8,,
,,38:18.1,,
,,45:38.9,,
,,45:39.2,,
,,47:05.9,,
,,48:09.8,,
,,51:05.5,,
,,51:56.4,,
,,54:30.6,,
,,59:19.5,,
,,03:21.9,,
,,04:43.4,,
,,06:15.9,,
,,10:23.4,,
,,12:51.1,,
,,14:39.1,,
,,17:05.5,,
,,20:31.0,,
,,21:43.5,,
,,25:30.9,,
,,27:30.8,,
,,29:31.4,,
,,33:19.5,,
,,38:42.3,,
,,38:42.6,,
,,51:16.8,,
,,53:06.4,,
,,22:51.9,,
,,31:08.5,,
,,32:12.5,,
,,38:23.4,,
,,40:21.6,,
,,59:35.5,,
,,01:00.5,,
,,10:15.2,,
,,12:16.9,,
,,18:38.9,,
,,24:15.8,,
,,25:28.5,,
,,30:56.4,,
,,32:21.6,,
,,40:31.2,,
,,45:38.2,,
,,47:00.5,,
,,53:09.3,,
,,59:03.3,,
,,05:47.9,,
,,09:21.1,,
,,10:41.8,,
,,12:42.0,,
,,16:32.6,,
,,17:47.1,,
,,19:40.4,,
,,20:33.5,,
,,23:57.6,,
,,25:27.7,,
,,28:16.2,,
,,30:44.5,,
,,32:07.3,,
,,35:30.3,,
,,36:47.7,,
,,42:26.3,,
,,42:26.6,,
,,46:22.4,,
,,50:07.1,,
,,51:32.2,,
,,02:56.6,,
,,46:35.8,,
,,48:44.6,,
,,16:14.7,,
,,17:06.1,,
,,22:57.7,,
,,24:25.5,,
,,26:13.8,,
,,36:05.0,,
,,40:36.1,,
,,42:07.7,,
,,44:46.1,,
,,52:57.9,,
,,57:22.6,,
,,58:40.5,,
,,02:58.6,,
,,03:43.2,,
,,35:14.8,,
,,41:43.1,,
,,49:32.5,,
,,02:11.0,,
,,06:47.9,,
,,11:23.2,,
,,11:23.4,,
,,11:35.1,,
,,11:35.4,,
,,11:59.1,,
,,13:41.1,,
,,17:28.9,,
,,18:18.0,,
,,22:29.7,,
,,27:10.7,,
,,28:48.1,,
,,35:15.1,,
,,41:32.5,,
,,10:42.8,,
,,12:00.1,,
,,22:28.0,,
,,24:01.4,,
,,25:05.8,,
,,25:06.1,,
,,33:54.3,,
,,35:24.9,,
,,42:52.2,,
,,45:02.7,,
,,09:38.4,,
,,10:19.1,,
,,19:03.4,,
,,20:27.9,,
,,22:57.2,,
,,23:50.3,,
,,27:36.9,,
,,28:00.9,,
,,30:13.7,,
,,31:48.6,,
,,38:53.1,,
,,40:12.5,,
,,42:20.8,,
,,44:14.6,,
,,47:54.8,,
,,49:56.8,,
,,51:54.4,,
,,53:06.8,,
,,55:34.1,,
,,58:23.3,,
,,00:18.8,,
,,02:34.8,,
,,03:50.8,,
,,09:24.5,,
,,10:51.5,,
,,12:51.0,,
,,13:48.4,,
,,16:18.6,,
,,17:10.1,,
,,19:09.0,,
,,20:42.0,,
,,22:52.6,,
,,23:59.5,,
,,27:30.2,,
,,30:55.6,,
,,33:38.8,,
,,04:38.2,,
,,06:48.2,,
,,07:31.6,,
,,07:31.9,,
,,15:03.2,,
,,16:25.5,,
,,20:18.1,,
,,20:24.8,,
,,20:25.0,,
,,23:41.2,,
,,23:57.0,,
,,23:57.3,,
,,25:07.4,,
,,31:57.9,,
,,33:24.8,,
,,42:14.6,,
,,43:56.3,,
,,46:38.6,,
,,51:37.7,,
,,53:53.8,,
,,53:54.1,,
,,56:23.6,,
,,00:16.7,,
,,01:26.5,,
,,04:48.8,,
,,06:02.9,,
,,36:25.0,,
,,38:11.2,,
,,39:19.2,,
,,41:56.0,,
,,46:20.2,,
,,46:30.9,,
,,46:31.2,,
,,52:07.1,,
,,54:42.7,,
,,58:34.3,,
,,01:10.1,,
,,03:25.3,,
,,05:42.8,,
,,09:28.2,,
,,13:02.9,,
,,14:04.0,,
,,16:27.3,,
,,18:21.0,,
,,22:33.3,,
,,25:49.9,,
,,33:36.5,,
,,35:12.2,,
,,40:25.7,,
,,41:46.9,,
,,52:27.2,,
,,53:30.5,,
,,55:39.4,,
,,59:04.2,,
,,00:17.1,,
,,03:23.1,,
,,04:33.1,,
,,06:42.1,,
,,08:53.4,,
,,11:11.5,,
,,56:56.5,,
,,58:28.3,,
,,03:49.4,,
,,06:08.9,,
,,06:47.2,,
,,09:23.9,,
,,11:18.9,,
,,18:34.6,,
,,19:36.0,,
,,22:41.0,,
,,23:19.7,,
,,26:46.3,,
,,29:44.2,,
,,32:00.2,,
,,34:32.2,,
,,37:05.3,,
,,37:05.5,,
,,37:38.3,,
,,38:56.5,,
,,38:56.7,,
,,42:27.6,,
,,43:39.6,,
,,43:39.9,,
,,58:05.7,,
,,58:52.6,,
,,02:41.3,,
,,04:03.3,,
,,04:03.6,,
,,08:07.6,,
,,10:14.9,,
,,12:04.8,,
,,14:11.3,,
,,15:03.4,,
,,18:07.5,,
,,19:00.6,,
,,21:16.4,,
,,22:48.0,,
,,28:22.5,,
,,29:10.8,,
,,31:39.5,,
,,32:18.8,,
,,33:05.4,,
,,41:39.3,,
,,43:09.9,,
,,43:10.1,,
,,47:10.2,,
,,48:00.3,,
,,49:45.5,,
,,50:49.7,,
,,58:11.0,,
,,59:57.1,,
,,01:32.6,,
,,05:16.5,,
,,08:09.1,,
,,09:12.2,,
,,09:58.5,,
,,09:58.8,,
,,12:25.4,,
,,15:01.5,,
,,16:02.3,,
,,18:27.7,,
,,19:23.1,,
,,22:05.4,,
,,23:24.3,,
,,23:24.5,,
,,25:20.4,,
,,26:18.5,,
,,28:27.7,,
,,30:02.2,,
,,32:51.8,,
,,36:42.4,,
,,38:20.7,,
,,40:23.8,,
,,19:45.7,,
,,19:46.2,,
,,34:39.2,,
,,35:48.8,,
,,35:49.2,,
,,03:22.9,,
,,05:43.5,,
,,43:33.3,,
,,46:26.4,,
,,46:26.7,,
,,53:21.2,,
,,56:26.7,,
,,10:29.9,,
,,13:39.1,,
,,14:18.6,,
,,18:06.0,,
,,19:09.7,,
,,25:24.6,,
,,28:16.2,,
,,34:55.7,,
,,36:32.9,,
,,43:36.6,,
,,52:08.3,,
,,53:38.2,,
,,53:38.6,,
,,01:38.2,,
,,51:38.5,,
,,52:19.1,,
,,52:25.5,,
,,52:25.8,,
,,56:12.7,,
,,59:39.8,,
,,00:38.5,,
,,07:15.1,,
,,10:07.0,,
,,14:30.4,,
,,17:36.9,,
,,38:14.2,,
,,34:41.1,,
,,34:41.6,,
,,45:36.2,,
,,46:46.8,,
,,52:07.4,,
,,53:28.7,,
,,56:22.4,,
,,58:50.7,,
,,58:51.0,,
,,59:11.4,,
,,02:47.5,,
,,04:17.1,,
,,06:05.9,,
,,08:34.3,,
,,08:34.6,,
,,11:29.7,,
,,12:49.8,,
,,14:46.3,,
,,16:18.2,,
,,20:58.9,,
,,22:11.2,,
,,22:11.5,,
,,26:21.6,,
,,27:46.1,,
,,31:07.5,,
,,31:17.1,,
,,31:17.4,,
,,54:52.4,,
,,54:52.8,,
,,57:09.5,,
,,57:09.8,,
,,18:57.9,,
,,21:20.6,,
,,25:31.8,,
,,29:15.6,,
,,30:20.3,,
,,34:37.2,,
,,40:28.9,,
,,43:24.6,,
,,46:33.3,,
,,47:49.3,,
,,51:14.7,,
,,19:00.5,,
,,21:36.3,,
,,26:00.5,,
,,27:44.0,,
,,30:46.1,,
,,31:32.9,,
,,34:25.7,,
,,36:00.5,,
,,49:31.9,,
,,49:32.3,,
,,50:29.4,,
,,55:02.5,,
,,56:29.7,,
,,58:59.4,,
,,00:05.0,,
,,02:19.4,,
,,03:50.6,,
,,06:37.1,,
,,07:50.9,,
,,11:11.6,,
,,12:18.7,,
,,15:30.1,,
,,16:37.4,,
,,18:57.6,,
,,22:25.8,,
,,24:19.4,,
,,25:48.7,,
,,56:51.8,,
,,58:59.8,,
,,31:42.9,,
,,36:11.1,,
,,28:38.7,,
,,28:39.2,,
,,30:12.7,,
,,30:13.0,,
,,33:39.4,,
,,33:39.7,,
,,33:46.8,,
,,33:47.1,,
,,22:00.0,,
,,51:57.2,,
,,54:10.1,,
,,54:10.4,,
,,54:59.8,,
,,57:17.3,,
,,59:26.3,,
,,03:47.1,,
,,05:08.3,,
,,09:54.1,,
,,11:59.7,,
,,22:13.7,,
,,23:59.7,,
,,28:03.8,,
,,29:31.4,,
,,32:04.8,,
,,38:12.6,,
,,40:52.1,,
,,35:27.6,,
,,41:57.0,,
,,27:31.0,,
,,29:58.0,,
,,06:06.0,,
,,13:29.0,,
,,14:29.0,,
,,36:11.9,,
,,46:03.7,,
,,54:38.0,,
,,27:01.0,,
,,08:23.0,,
,,09:21.0,,
,,08:07.0,,
,,02:27.0,,
