Goat_id,Note_date,Message
5862,38:10.2,Abcess under chin
6535,40:17.5,Previous EID: 964001023946509
6535,40:17.8,New EID: 964001023946366
5858,47:37.0,Buck prospect
5759,53:28.9,Previous EID: 964001023946828
5759,53:29.1,New EID: 964001023946368
5999,04:07.1,Previous EID: 964001023946165
5999,04:07.4,New EID: 964001023946367
6280,07:46.9,Previous EID: 964001023946703
6280,07:47.2,New EID: 964001023946371
6258,14:59.0,Previous EID: 964001023946461
6258,14:59.2,New EID: 964001023946372
6007,25:56.4,Previous EID: 964001023946178
6007,25:56.7,New EID: 964001023946373
5805,31:43.7,Previous EID: 964001023946791
5805,31:43.9,New EID: 964001023946374
6229,05:56.9,Bad right hip
6517,29:04.4,Blind in one eye
6245,41:07.2,Previous EID: 964001023946470
6245,41:07.4,New EID: 964001023946375
6426,58:30.2,Previous EID: 964001023946731
6426,58:30.4,New EID: 964001023946376
6028,58:26.2,Previous EID: 964001023946142
6028,58:26.4,New EID: 964001023946377
6579,02:13.2,Bad left shoulder
6345,27:24.1,Previous EID: 964001023946680
6345,27:24.3,New EID: 964001023946378
5957,14:10.2,Previous EID: 964001023946061
5957,14:10.5,New EID: 964001023946379
6183,39:06.1,Bad left hind leg
6165,07:52.7,Needs new EID
6149,13:58.8,Needs new EID
2500,54:05.0,keep
4914,29:46.7,Caddie Prospect
2000,30:42.1,No Sale
4533,31:17.4,Caddie Prospect
5025,14:26.8,Caddie prospect
5082,21:10.0,Caddie prosspect
6579,04:09.0,Swollen left shoulder
6508,08:35.5,Do not breed
6432,08:52.4,Do not breed
6186,37:49.4,Do not breed
6576,26:02.6,Do not breed
1984,21:10.0,cull
1876,49:26.0,cull
1909,47:43.0,cull
1998,50:10.0,poor milk
1900,51:38.0,cull
1967,49:47.0,cull
2001,49:55.0,cull/open
2717,47:58.0,cull/open
2511,29:21.0,assess/open/abort 2019
2199,46:21.0,assess/small kid
2267,58:09.0,open/asses for breeding
2474,37:21.0,assess for brreeding
2803,25:23.0,cull
2438,44:15.0,cull/assses
2106,57:09.2,Cull
3397,01:20.2,Cull/small
3791,26:15.7,Cull/small
4046,30:47.0,Cull/small
3005,34:03.0,Cull/small
2002,39:25.2,Cull/no teeth
2477,51:42.7,Cull/small kids
3236,04:17.6,Cull/small
4091,14:45.0,Cull
3329,18:13.1,Cull/small
3771,22:40.4,Cull
2725,24:10.7,Cull/small kids
2841,27:42.4,Cull/small
3790,28:08.4,Cull
5503,29:56.6,Cull/small
4430,37:10.3,Cull/small
3205,40:57.2,Cull/small
3398,56:05.0,Cull
3698,57:39.0,Cull
2012,00:22.3,Lastyeartobreed2019
3453,02:54.7,Cull
2544,05:10.0,Cull
2498,06:23.1,Cull
5438,07:12.5,Cull
2172,08:18.0,Cull
3943,11:28.3,Cull
3967,13:59.5,Cull/small
3529,15:39.1,Cull
2531,17:38.7,Cull
2501,20:38.6,Cull
4121,24:35.2,Cull
2933,26:39.0,Cull
1944,27:10.3,Cull
2538,36:40.7,Cull
3841,42:36.8,Cull
2747,43:27.0,Cull/no teeth
4061,47:18.9,Cull
1929,48:33.4,Cull/no teeth
2526,02:54.2,Cull
3661,05:25.7,Cull
3276,16:14.6,Cull/small
2495,38:31.1,Cull
1976,43:13.3,Cull
1950,54:51.8,Cull
3162,57:13.6,Cull
4276,01:52.4,Cull
2532,02:38.9,Cull/no teeth
2401,14:25.9,Watch for mothhering
1995,18:52.4,NO AI
3164,21:00.5,Cull
2199,23:43.1,Cull
3342,26:41.2,Cull
2506,30:13.1,Cull
4073,47:12.2,Cull
4047,50:38.5,Cull
2297,34:20.8,Cull
3912,36:20.8,Cull
1941,38:40.5,Cull/no teeth
1948,39:38.7,Cull
2730,46:26.5,Cull
4006,55:02.3,Cull
2543,58:25.8,Cull
2897,00:08.6,Cull
2554,00:35.5,Cull
2768,08:42.2,Cull
2520,11:37.2,Cull
2733,18:10.3,Cull
4163,20:37.3,Cull
3442,21:19.6,Cull
1998,21:36.5,Cull
4007,23:16.6,Cull
4379,24:52.7,Cull
2743,30:08.8,Cull
1988,35:33.9,Cull
2149,37:52.7,Cull
4190,38:23.3,Cull
2746,43:08.9,Cull
4063,56:17.1,Cull
2734,58:36.9,Cull
4368,01:39.2,Cull
3941,03:51.2,Cull
4174,05:50.4,Cull
5239,48:01.7,Cull
4829,49:23.7,Cull
5265,52:08.0,Cull
5171,56:51.6,Cull
4630,57:08.0,Cull
4674,58:30.6,Cull
5166,59:15.3,Cull
5137,21:03.9,Cull
4643,24:08.5,Cull
4654,29:50.5,Cull
4655,32:11.7,Cull
5305,34:21.5,Cull
5337,42:32.7,Cull
5024,55:27.0,Cull
5118,00:28.1,Cull
4823,03:08.8,Cull
5076,03:37.2,Cull
5435,06:05.5,Cull
4944,07:55.7,Cull
4921,09:05.1,Cull
5240,14:12.8,Cull
5094,15:56.6,Cull
4782,18:19.4,Cull
4886,20:31.7,Cull
4885,28:32.6,Cull
5222,33:44.4,Cull
5288,41:49.3,Cull
4559,46:32.3,Cull
4750,47:06.1,Cull
4615,49:42.4,Cull
4585,50:21.9,Cull
5378,55:30.8,Cull
5403,57:46.2,Cull
4659,04:26.5,Cull
4849,08:53.8,Cull
4962,15:07.5,Cull
4546,25:21.5,Cull
6567,03:10.4,Use
5807,04:15.7,Use
5975,06:58.4,Use
6312,09:23.8,Use
6372,13:08.5,Use
5785,14:44.3,Use
5858,20:46.2,Use
6323,23:20.7,Use
5795,23:36.6,Use
5648,29:17.9,Use
6423,29:28.1,Use
5764,30:07.7,Use
6559,33:59.5,Use
2096,44:28.5,AI 2019
2096,44:59.6,AI 2019
2937,45:46.2,AI 2019
2273,46:12.0,AI 2019
3343,46:44.7,AI 2019
3974,47:07.6,AI 2019
3201,47:25.1,AI 2019
3227,47:39.9,AI 2019
2092,48:01.3,AI 2019
2098,48:25.0,AI 2019
4268,48:37.2,AI 2019
2098,49:08.2,AI 2019
4268,49:25.1,AI 2019
2198,49:40.4,AI 2019
3523,49:52.9,AI 2019
4032,50:21.3,AI 2019
3298,50:49.7,AI 2019
4032,27:40.0,AI 2019
3298,27:27.0,AI 2019
3278,53:14.7,AI 2019
3590,53:33.0,AI 2019
2380,53:47.3,AI 2019
3553,54:23.2,AI 2019
2816,54:51.9,AI 2019
3734,55:30.4,AI 2019
3734,55:46.6,AI 2019
3249,56:23.4,AI 2019
2845,56:34.2,AI 2019
2852,58:02.4,AI 2019
2337,58:15.1,AI 2019
2179,58:31.2,AI 2019
3601,58:43.8,AI 2019
3616,59:01.9,AI 2019
3156,59:15.3,AI 2019
2292,59:56.2,AI 2019
2527,00:13.3,AI 2019
3630,01:16.1,AI 2019
3389,01:55.7,AI 2019
3604,02:14.6,AI 2019
2957,02:29.5,AI 2019
3226,02:39.7,AI 2019
1886,02:55.2,AI 2019
3099,03:07.1,AI 2019
3169,03:24.9,AI 2019
3563,04:38.7,AI 2019
3674,05:14.7,AI 2019
3329,10:15.1,Keep
3780,40:11.9,Butcher wether
6284,53:31.2,Deformed hooves/cull
6517,08:48.1,Bad eye do not breed
1950,37:33.8,gigantic wart on throat
2768,04:37.0,Limping
3598,31:09.0,needs new EID
5225,45:50.4,Recheck
2331,47:31.3,Abort 12/19
2009,01:08.7,Sore on udder
2098,04:37.2,Possible abort
2496,23:07.9,Possible abort
3226,52:23.7,Possible abort
5579,20:27.9,Small ear
6458,13:05.0,check sex
6223,40:09.0,check sex
6188,00:56.0,check sex
6425,38:17.0,check sex
5721,46:54.0,check sex
5717,30:07.0,check sex
5596,27:32.1,Keep to Breed
5928,27:33.1,Keep to Breed
5999,27:34.1,Keep to Breed
6022,27:35.1,Keep to Breed
5679,27:36.1,Keep to Breed
5748,27:37.1,Keep to Breed
6505,27:38.1,Keep to Breed
5770,27:39.1,Keep to Breed
5710,27:40.1,Keep to Breed
6216,27:41.1,Keep to Breed
5649,27:42.1,Keep to Breed
6209,27:43.1,Keep to Breed
5913,27:44.1,Keep to Breed
5618,27:45.1,Keep to Breed
6387,27:46.1,Keep to Breed
5819,27:47.1,Keep to Breed
6353,27:48.1,Keep to Breed
5565,27:49.1,Keep to Breed
5657,27:50.1,Keep to Breed
5586,27:51.1,Keep to Breed
5984,27:52.1,Keep to Breed
5584,27:53.1,Keep to Breed
6351,27:54.1,Keep to Breed
6206,27:55.1,Keep to Breed
6139,27:56.1,Keep to Breed
6412,27:57.1,Keep to Breed
6135,27:58.1,Keep to Breed
5661,27:59.1,Keep to Breed
6471,28:00.1,Keep to Breed
5776,28:01.1,Keep to Breed
5969,28:02.1,Keep to Breed
5912,28:03.1,Keep to Breed
6492,28:04.1,Keep to Breed
6042,28:05.1,Keep to Breed
5901,28:06.1,Keep to Breed
5743,28:07.1,Keep to Breed
6270,28:08.1,Keep to Breed
5704,28:09.1,Keep to Breed
5723,28:10.1,Keep to Breed
6394,28:11.1,Keep to Breed
5744,28:12.1,Keep to Breed
6094,28:13.1,Keep to Breed
5637,28:14.1,Keep to Breed
6226,28:15.1,Keep to Breed
6230,28:16.1,Keep to Breed
6335,28:17.1,Keep to Breed
5727,28:18.1,Keep to Breed
5707,28:19.1,Keep to Breed
6196,28:20.1,Keep to Breed
6198,28:21.1,Keep to Breed
6181,28:22.1,Keep to Breed
6511,28:23.1,Keep to Breed
5931,28:24.1,Keep to Breed
6350,28:25.1,Keep to Breed
5755,28:26.1,Keep to Breed
6172,28:27.1,Keep to Breed
5641,28:28.1,Keep to Breed
5663,28:29.1,Keep to Breed
6546,28:30.1,Keep to Breed
6055,28:31.1,Keep to Breed
5813,28:32.1,Keep to Breed
6006,28:33.1,Keep to Breed
5869,28:34.1,Keep to Breed
5640,28:35.1,Keep to Breed
5780,28:36.1,Keep to Breed
5844,28:37.1,Keep to Breed
5671,28:38.1,Keep to Breed
5615,28:39.1,Keep to Breed
5997,28:40.1,Keep to Breed
6522,28:41.1,Keep to Breed
6267,28:42.1,Keep to Breed
6132,28:43.1,Keep to Breed
6056,28:44.1,Keep to Breed
6173,28:45.1,Keep to Breed
5745,28:46.1,Keep to Breed
6514,28:47.1,Keep to Breed
6521,28:48.1,Keep to Breed
5802,28:49.1,Keep to Breed
5980,28:50.1,Keep to Breed
6438,28:51.1,Keep to Breed
6390,28:52.1,Keep to Breed
6305,28:53.1,Keep to Breed
5759,28:54.1,Keep to Breed
5803,28:55.1,Keep to Breed
5854,28:56.1,Keep to Breed
6347,28:57.1,Keep to Breed
6089,28:58.1,Keep to Breed
6223,28:59.1,Keep to Breed
5754,29:00.1,Keep to Breed
5781,29:01.1,Keep to Breed
6171,29:02.1,Keep to Breed
6451,29:03.1,Keep to Breed
5910,29:04.1,Keep to Breed
6251,29:05.1,Keep to Breed
5686,29:06.1,Keep to Breed
6058,29:07.1,Keep to Breed
5817,29:08.1,Keep to Breed
6031,29:09.1,Keep to Breed
6496,29:10.1,Keep to Breed
5739,29:11.1,Keep to Breed
5685,29:12.1,Keep to Breed
6188,29:13.1,Keep to Breed
5986,29:14.1,Keep to Breed
6151,29:15.1,Keep to Breed
6266,29:16.1,Keep to Breed
5876,29:17.1,Keep to Breed
6405,29:18.1,Keep to Breed
5972,29:19.1,Keep to Breed
5551,29:20.1,Keep to Breed
6420,29:21.1,Keep to Breed
5871,29:22.1,Keep to Breed
5949,29:23.1,Keep to Breed
5925,29:24.1,Keep to Breed
5556,29:25.1,Keep to Breed
6453,29:26.1,Keep to Breed
5818,29:27.1,Keep to Breed
6287,29:28.1,Keep to Breed
5546,29:29.1,Keep to Breed
6360,29:30.1,Keep to Breed
6410,29:31.1,Keep to Breed
6425,29:32.1,Keep to Breed
5963,29:33.1,Keep to Breed
6207,29:34.1,Keep to Breed
6159,29:35.1,Keep to Breed
6463,29:36.1,Keep to Breed
6435,29:37.1,Keep to Breed
6319,29:38.1,Keep to Breed
5948,29:39.1,Keep to Breed
5922,29:40.1,Keep to Breed
5579,29:41.1,Keep to Breed
6458,29:42.1,Keep to Breed
5809,29:43.1,Keep to Breed
6085,29:44.1,Keep to Breed
6161,29:45.1,Keep to Breed
5778,29:46.1,Keep to Breed
6510,29:47.1,Keep to Breed
6057,29:48.1,Keep to Breed
5607,29:49.1,Keep to Breed
5554,29:50.1,Keep to Breed
6431,29:51.1,Keep to Breed
6436,29:52.1,Keep to Breed
6506,29:53.1,Keep to Breed
6391,29:54.1,Keep to Breed
5567,29:55.1,Keep to Breed
5571,29:56.1,Keep to Breed
6460,29:57.1,Keep to Breed
6382,29:58.1,Keep to Breed
6079,29:59.1,Keep to Breed
5614,30:00.1,Keep to Breed
6138,30:01.1,Keep to Breed
5574,30:02.1,Keep to Breed
6334,30:03.1,Keep to Breed
5630,30:04.1,Keep to Breed
5701,30:05.1,Keep to Breed
5756,30:06.1,Keep to Breed
5962,30:07.1,Keep to Breed
5705,30:08.1,Keep to Breed
5674,30:09.1,Keep to Breed
5599,30:10.1,Keep to Breed
6247,30:11.1,Keep to Breed
5923,30:12.1,Keep to Breed
6246,30:13.1,Keep to Breed
6068,30:14.1,Keep to Breed
6409,30:15.1,Keep to Breed
6399,30:16.1,Keep to Breed
6573,30:17.1,Keep to Breed
6081,30:18.1,Keep to Breed
6155,30:19.1,Keep to Breed
5566,30:20.1,Keep to Breed
5631,30:21.1,Keep to Breed
5609,30:22.1,Keep to Breed
6343,30:23.1,Keep to Breed
6037,30:24.1,Keep to Breed
6131,30:25.1,Keep to Breed
6260,30:26.1,Keep to Breed
5990,30:27.1,Keep to Breed
6439,30:28.1,Keep to Breed
6369,30:29.1,Keep to Breed
6307,30:30.1,Keep to Breed
6215,30:31.1,Keep to Breed
5683,30:32.1,Keep to Breed
6113,19:27.5,Previous Tag: 17053A
6113,19:28.1,New Tag: OR01701
6232,20:23.3,Previous Tag: 17100A
6232,20:23.6,New Tag: OR01702
5821,21:01.7,Previous Tag: 14078B
5821,21:02.0,New Tag: OR01703
5699,21:50.4,Previous Tag: 16146A
5699,21:50.7,New Tag: OR01704
6076,22:51.7,Previous Tag: 17285BG
6076,22:52.0,New Tag: OR01705
5985,23:39.1,Previous Tag: 14029A
5985,23:39.3,New Tag: OR01706
6222,24:09.9,Previous Tag: 17181A
6222,24:10.2,New Tag: OR01707
6422,24:37.0,Previous Tag: 17040B
6422,24:37.3,New Tag: OR01708
5684,25:07.3,Previous Tag: 14149A
5684,25:07.7,New Tag: OR01709
6445,25:58.8,Previous Tag: 14021B
6445,25:59.0,New Tag: OR017011
5941,26:37.5,Previous Tag: 17119S
5941,26:37.8,New Tag: OR01710
6371,27:08.2,Previous Tag: 15072B
6371,27:08.5,New Tag: OR01712
6392,27:39.3,Previous Tag: 12085A
6392,27:39.5,New Tag: OR01713
6122,28:47.6,Previous EID: 964001023945977
6122,28:47.8,New EID: 964001027783509
6122,29:24.5,Previous Tag: 14063D
6122,29:24.8,New Tag: OR01714
6121,30:11.8,Previous Tag: 14063C
6121,30:12.1,New Tag: OR01715
5967,30:42.9,Previous Tag: 17251A
5967,30:43.2,New Tag: OR01716
6404,31:23.3,Previous Tag: 17281A
6404,31:23.6,New Tag: OR01718
6273,31:56.2,Previous Tag: 15046A
6273,31:56.5,New Tag: OR01717
5961,32:25.9,Previous Tag: 16053B
5961,32:26.2,New Tag: OR01719
6193,33:13.5,Previous Tag: 15082A
6193,33:13.9,New Tag: OR01720
6535,33:51.1,Previous EID: 964001023946366
6535,33:51.3,New EID: 964001027783507
6535,34:35.1,Previous Tag: 17007S
6535,34:35.4,New Tag: OR01721
5789,35:26.8,Previous Tag: 11014B
5789,35:27.1,New Tag: OR01722
6136,36:03.7,Previous Tag: 14058D
6136,36:03.9,New Tag: OR01723
5792,36:42.4,Previous Tag: 14114E
5792,36:42.6,New Tag: OR01724
5591,37:19.6,Previous Tag: 17278B
5591,37:20.0,New Tag: OR01725
6529,37:52.2,Previous Tag: 11024B
6529,37:52.5,New Tag: OR01726
6047,38:18.2,Previous Tag: 16031D
6047,38:18.6,New Tag: OR01727
5613,39:08.8,Previous Tag: 17297BG
5613,39:09.0,New Tag: OR01728
5930,39:33.2,Previous Tag: 16066B
5930,39:33.4,New Tag: OR01729
6259,40:05.7,Previous Tag: 16109B
6259,40:06.0,New Tag: OR01730
5891,40:31.2,Previous Tag: 14136A
5891,40:31.5,New Tag: OR01731
6528,41:07.5,Previous Tag: 11024A
6528,41:07.7,New Tag: OR01732
6180,42:13.4,Previous Tag: 14150B
6180,42:13.7,New Tag: OR01733
5645,42:50.3,Previous Tag: 17139A
5645,42:50.6,New Tag: OR01734
6504,43:24.2,Previous Tag: 9019A
6504,43:24.5,New Tag: OR01735
6199,43:45.1,Previous Tag: 16012A
6199,43:45.4,New Tag: OR01736
5563,44:49.5,Previous Tag: 13052B
5563,44:49.8,New Tag: OR01737
6348,45:31.2,Previous Tag: 13071A
6348,45:31.5,New Tag: OR01738
6310,45:54.4,Previous Tag: 16049A
6310,45:54.6,New Tag: OR01739
6126,46:35.7,Previous Tag: 13003AR
6126,46:36.0,New Tag: OR01740
5564,46:58.1,Previous Tag: 17214AR
5564,46:58.6,New Tag: OR01741
5806,47:32.1,Previous Tag: 14135B
5806,47:32.3,New Tag: OR01742
6289,48:04.2,Previous Tag: 17155A
6289,48:04.4,New Tag: OR01743
6219,48:25.6,Previous Tag: 14073ER
6219,48:25.9,New Tag: OR01744
6028,48:57.7,Previous Tag: 14099A
6028,48:57.9,New Tag: OR01745
6103,49:44.3,Previous Tag: 11050B
6103,49:44.5,New Tag: OR01746
5714,50:32.2,Previous Tag: 16060AG
5714,50:32.6,New Tag: OR01747
6386,51:04.6,Previous Tag: 12042B
6386,51:04.8,New Tag: OR01748
6123,51:51.8,Previous Tag: 17129BG
6123,51:52.0,New Tag: OR01749
6303,52:31.6,Previous Tag: 17177B
6303,52:31.9,New Tag: OR01750
6283,53:07.9,Previous Tag: 14139A
6283,53:08.1,New Tag: OR01751
6454,53:46.0,Previous Tag: 17290B
6454,53:46.3,New Tag: OR01754
6073,54:07.8,Previous Tag: 17301B
6073,54:08.1,New Tag: OR01752
6534,54:40.9,Previous Tag: 16129S
6534,54:41.3,New Tag: OR01753
5670,55:09.4,Previous Tag: 15168B
5670,55:09.7,New Tag: OR01755
6277,55:51.3,Previous Tag: 16208A
6277,55:51.6,New Tag: OR01756
6278,56:27.3,Previous Tag: 16208B
6278,56:27.6,New Tag: OR01757
6170,56:57.7,Previous Tag: 17043BG
6170,56:58.0,New Tag: OR01758
5918,57:39.6,Previous Tag: 12097B
5918,57:39.9,New Tag: OR01759
6229,58:04.6,Previous Tag: 17110B
6229,58:04.9,New Tag: OR01760
6066,58:47.5,Previous Tag: 16192A
6066,58:47.8,New Tag: OR01761
6467,59:21.8,Previous Tag: 17315A
6467,59:22.1,New Tag: OR01762
5666,59:52.4,Previous Tag: 16008B
5666,59:52.7,New Tag: OR01763
6530,00:28.3,Previous Tag: 14009A
6530,00:28.6,New Tag: OR01764
5868,01:00.1,Previous Tag: 16004C
5868,01:00.4,New Tag: OR01765
5696,01:46.0,Previous Tag: 15120C
5696,01:46.3,New Tag: OR01766
6147,02:12.8,Previous Tag: 17031A
6147,02:13.1,New Tag: OR01767
5853,02:54.6,Previous Tag: 14148E
5853,02:54.9,New Tag: OR01768
5572,03:27.6,Previous Tag: 12083A
5572,03:27.9,New Tag: OR01769
6100,04:28.6,Previous EID: 964001023945944
6100,04:28.9,New EID: 964001027783506
6100,04:43.9,Previous Tag: 15102A
6100,04:44.2,New Tag: OR01770
5895,05:13.4,Previous Tag: 17071BG
5895,05:13.6,New Tag: OR01771
6448,05:51.4,Previous Tag: 17092A
6448,05:51.7,New Tag: OR01772
6054,06:24.2,Previous Tag: 17108B
6054,06:24.4,New Tag: OR01773
5587,06:57.8,Previous Tag: 13057B
5587,06:58.1,New Tag: OR01774
6175,07:27.2,Previous Tag: 17173A
6175,07:27.5,New Tag: OR01775
6572,08:11.1,Previous Tag: 17272B
6572,08:11.4,New Tag: OR01776
5831,08:36.0,Previous Tag: 17308B
5831,08:36.4,New Tag: OR01777
6296,09:05.2,Previous Tag: 13005A
6296,09:05.5,New Tag: OR01778
6424,09:30.1,Previous Tag: 16168A
6424,09:30.4,New Tag: OR01779
6325,10:10.4,Previous Tag: 13069B
6325,10:10.7,New Tag: OR01780
6145,10:35.0,Previous Tag: 16253C
6145,10:35.3,New Tag: OR01781
6468,11:06.0,Previous Tag: 17315B
6468,11:06.3,New Tag: OR01782
6288,11:31.3,Previous Tag: 12108A
6288,11:31.5,New Tag: OR01783
6489,12:04.4,Previous Tag: 17146B
6489,12:04.7,New Tag: OR01784
5979,12:39.8,Previous Tag: 14068B
5979,12:40.1,New Tag: OR01785
5752,13:40.0,Previous Tag: 16095A
5752,13:40.4,New Tag: OR01786
6429,14:13.6,Previous Tag: 17262B
6429,14:13.9,New Tag: OR01787
5885,14:42.7,Previous Tag: 15090A
5885,14:42.9,New Tag: OR01788
5728,15:14.5,Previous Tag: 16298A
5728,15:14.8,New Tag: OR01789
5558,15:42.6,Previous Tag: 17030B
5558,15:43.0,New Tag: OR01790
6485,16:20.1,Previous Tag: 16300A
6485,16:20.4,New Tag: OR01791
6498,16:46.7,Previous Tag: 16067A
6498,16:46.9,New Tag: OR01792
5636,17:18.2,Previous Tag: 17138A
5636,17:18.5,New Tag: OR01793
5646,17:58.3,Previous Tag: 17139B
5646,17:58.6,New Tag: OR01794
6158,18:36.7,Previous Tag: 14018BR
6158,18:37.0,New Tag: OR01795
5832,19:09.3,Previous Tag: 15014C
5832,19:09.6,New Tag: OR01796
6192,19:51.9,Previous Tag: 17132B
6192,19:52.2,New Tag: OR01797
6333,20:32.9,Previous Tag: 12032S
6333,20:33.3,New Tag: OR01798
6544,20:58.3,Previous Tag: 17069B
6544,20:58.6,New Tag: OR01799
6183,21:33.0,Previous Tag: 16005C
6183,21:33.3,New Tag: OR01800
5996,22:01.7,Previous Tag: 13050B
5996,22:02.0,New Tag: OR01801
6134,22:32.3,Previous Tag: 17185S
6134,22:32.6,New Tag: OR01802
5965,23:05.1,Previous Tag: 16088BG
5965,23:05.4,New Tag: OR01803
5731,24:07.2,Previous EID: 964001023946776
5731,24:07.5,New EID: 964001027783508
5731,24:35.2,Previous Tag: 12003B
5731,24:35.5,New Tag: OR01804
5718,25:23.2,Previous Tag: 16104A
5718,25:23.5,New Tag: OR01805
6101,26:08.4,Previous Tag: 15102B
6101,26:08.7,New Tag: OR01806
5619,27:07.4,Previous Tag: 12103B
5619,27:07.7,New Tag: OR0107
6238,27:48.0,Previous Tag: 16054A
6238,27:48.2,New Tag: OR01808
5560,28:20.5,Previous Tag: 12055HR
5560,28:20.8,New Tag: OR01909
5794,28:54.2,Previous Tag: 13074B
5794,28:54.5,New Tag: OR01810
6000,29:41.2,Previous Tag: 12043B
6000,29:41.5,New Tag: OR01811
5842,30:21.4,Previous Tag: 13072C
5842,30:21.6,New Tag: OR01812
5644,30:55.8,Previous Tag: 17074S
5644,30:56.1,New Tag: OR01813
6102,31:53.7,Previous Tag: 11050A
6102,31:54.0,New Tag: OR01814
5805,32:32.6,Previous Tag: 14135A
5805,32:32.9,New Tag: OR01815
5736,33:15.5,Previous Tag: 14144A
5736,33:15.8,New Tag: OR01816
5977,33:50.6,Previous Tag: 17312B
5977,33:50.9,New Tag: OR01817
6086,34:24.3,Previous Tag: 16118A
6086,34:24.5,New Tag: OR01818
5791,35:09.7,Previous EID: 964001023946792
5791,35:09.9,New EID: 964001027783505
5791,35:25.7,Previous Tag: 14114D
5791,35:26.0,New Tag: OR01819
5828,37:36.7,Previous Tag: 14122A
5828,37:36.9,New Tag: 0R01820
6090,37:57.7,Previous Tag: 17027S
6090,37:58.0,New Tag: OR01821
5654,38:22.3,Previous Tag: 11015B
5654,38:22.5,New Tag: OR01822
6380,38:59.8,Previous Tag: 17253S
6380,39:00.1,New Tag: OR01823
5889,39:21.9,Previous Tag: 16156A
5889,39:22.2,New Tag: OR01824
6329,40:04.6,Previous Tag: 17180S
6329,40:04.9,New Tag: OR01825
5777,40:52.7,Previous Tag: 10004S
5777,40:53.0,New Tag: OR01826
5765,41:12.6,Previous Tag: 13044A
5765,41:12.9,New Tag: OR01827
6227,41:46.7,Previous Tag: 17184S
6227,41:47.0,New Tag: OR01828
6397,42:16.7,Previous Tag: 15004A
6397,42:17.0,New Tag: OR01829
5881,42:47.4,Previous Tag: 16032B
5881,42:47.7,New Tag: OR01830
5978,43:21.7,Previous Tag: 14068A
5978,43:22.0,New Tag: OR01831
5611,43:55.7,Previous Tag: 13067B
5611,43:56.0,New Tag: OR01832
6082,44:52.3,Previous Tag: 17207A
6082,44:52.6,New Tag: OR01833
5950,45:19.4,Previous Tag: 17114A
5950,45:19.7,New Tag: OR01834
6359,46:16.2,Previous Tag: 17130B
6359,46:16.5,New Tag: OR01837
6339,47:04.2,Previous Tag: 17159B
6339,47:04.4,New Tag: OR01835
5875,48:36.7,Previous Tag: 13016B
5875,48:37.0,New Tag: OR01836
6242,49:29.8,Previous Tag: 14145A
6242,49:30.1,New Tag: OR01838
6338,50:28.5,Previous Tag: 17159A
6338,50:28.8,New Tag: OR01839
5839,51:25.3,Previous Tag: 14040BG
5839,51:25.5,New Tag: OR01840
6104,52:04.4,Previous Tag: 14054A
6104,52:04.7,New Tag: OR01841
6014,52:25.6,Previous Tag: 16073B
6014,52:25.8,New Tag: OR01842
5549,52:53.2,Previous Tag: 14116E
5549,52:53.5,New Tag: OR01843
6571,53:24.2,Previous Tag: 17272A
6571,53:24.5,New Tag: OR01844
5658,54:02.3,Previous Tag: 11040D
5658,54:02.5,New Tag: OR01845
6361,54:40.4,Previous Tag: 12087A
6361,54:40.7,New Tag: OR01846
6421,55:12.6,Previous Tag: 17040A
6421,55:13.0,New Tag: OR01847
5711,55:54.1,Previous Tag: 17268A
5711,55:54.4,New Tag: OR01848
6177,56:41.3,Previous Tag: 17070A
6177,56:41.6,New Tag: OR01849
5779,57:19.8,Previous Tag: 17165A
5779,57:20.1,New Tag: OR01850
6050,58:06.9,Previous Tag: 16222A
6050,58:07.2,New Tag: OR01851
5790,58:55.6,Previous Tag: 14114C
5790,58:55.9,New Tag: OR01852
6005,59:18.8,Previous Tag: 15147A
6005,59:19.1,New Tag: OR01853
6065,59:48.9,Previous Tag: 16040B
6065,59:49.2,New Tag: OR01854
6178,00:18.7,Previous Tag: 17070B
6178,00:18.9,New Tag: OR01855
5772,00:57.5,Previous Tag: 14013B
5772,00:57.8,New Tag: OR01856
6038,01:20.5,Previous Tag: 15027A
6038,01:20.8,New Tag: OR01857
5597,02:04.5,Previous Tag: 10018B
5597,02:04.8,New Tag: OR01858
6442,02:39.8,Previous Tag: 17313A
6442,02:40.2,New Tag: OR01895
6564,03:13.4,Previous Tag: 16089S
6564,03:13.7,New Tag: OR01860
5989,03:40.1,Previous Tag: 16124B
5989,03:40.4,New Tag: OR01861
5982,04:21.6,Previous Tag: 16018A
5982,04:21.8,New Tag: OR01862
6561,04:53.0,Previous Tag: 16029B
6561,04:53.2,New Tag: OR01863
5976,05:23.4,Previous Tag: 17312A
5976,05:23.7,New Tag: OR01864
6532,05:56.4,Previous Tag: 16070A
6532,05:56.7,New Tag: OR01865
6449,06:43.0,Previous Tag: 17092B
6449,06:43.4,New Tag: OR01866
5700,07:17.6,Previous Tag: 16146B
5700,07:17.9,New Tag: OR01867
6176,07:46.9,Previous Tag: 17322BG
6176,07:47.3,New Tag: OR01868
5573,08:26.3,Previous Tag: 12083B
5573,08:26.6,New Tag: OR01869
5734,08:51.8,Previous Tag: 17311A
5734,08:52.1,New Tag: OR01870
6245,09:25.1,Previous Tag: 15059B
6245,09:25.4,New Tag: OR01871
6027,09:59.2,Previous Tag: 17245B
6027,09:59.4,New Tag: OR01872
5581,10:24.9,Previous Tag: 17188A
